Sr.No|Round|Institute|PG Program|Group|Category|Max GATE Score|Min GATE Score
274|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Urban Planning|G1|ST|370|275
275|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Water Resource Engineering|G1|OPEN|355|355
276|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Biomedical Engineering|G1|ST|231|231
277|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Construction Technology and Management|G1|SC|366|355
278|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Environmental Engineering|G1|OBC-NCL|378|355
279|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Environmental Engineering|G1|OPEN|523|385
280|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Excavation Engineering|G1|SC|289|256
281|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Integrated Power Systems|G1|OBC-NCL|376|367
282|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Materials Engineering|G1|SC|273|249
283|Round 1|Visvesvaraya National Institute of Technology, Nagpur|VLSI Design|G1|ST|345|345
284|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Biomedical Engineering|G1|OPEN|570|436
285|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Communication Engineering & Signal Processing|G1|SC|365|305
286|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Power & Energy Systems|G1|ST|253|253
287|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Urban & Regional Planning|G1|OPEN|554|383
288|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|VLSI Design|G1|OPEN|534|424
289|Round 1|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - Ph.D in IT  with specialization in Machine Learning, Robotics and Human Computer Interaction Group|G1|OBC-NCL|569|569
290|Round 1|Indian Institute of Information Technology, Allahabad|M.Tech. IT  with specialization in Software and Data Engineering Group|G1|OBC-NCL|656|610
291|Round 1|Indian Institute of Information Technology, Allahabad|M.Tech. IT  with specialization in Software and Data Engineering Group|G1|OPEN|690|657
292|Round 1|Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai|Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence|G1|ST|327|327
293|Round 1|Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai|Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems|G1|EWS|375|370
294|Round 1|Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai|Mechanical Engineering with Specialization in Smart Manufacturing|G1|OPEN|458|354
295|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Nanoelectronics and VLSI Design|G1|EWS|385|385
296|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Power & Control|G1|SC|278|271
297|Round 1|Indian Institute of Information Technology Tiruchirappalli|Computer Science & Engineering|G1|OBC-NCL|492|472
298|Round 1|Indian Institute of Information Technology Tiruchirappalli|Computer Science & Engineering|G1|OPEN|657|530
299|Round 1|Indian Institute of Information Technology Tiruchirappalli|Computer Science & Engineering|G1|OPEN-PwD|280|280
300|Round 1|Indian Institute of Information Technology, Lucknow|Computer Science|G1|OBC-NCL|580|530
301|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|Computer Science & Engineering|G1|ST|307|307
302|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|Smart Manufacturing|G1|SC|245|241
303|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|Artificial Intelligence & Data Science|G1|ST|197|197
304|Round 1|Indian Institute of Information Technology, Bhagalpur, Bihar|Artificial Intelligence & Data Science|G1|OBC-NCL|448|448
305|Round 1|Indian Institute of Information Technology, Bhagalpur, Bihar|Electric Vehicle Technology|G1|OBC-NCL|328|328
306|Round 1|Indian Institute of Information Technology, Bhopal|M.Tech in Artificial Intelligence|G1|OBC-NCL|511|472
307|Round 1|National Institute of Electronics and Information Technology, Aurangabad|Electronics Design & Technology|G1|OPEN|393|350
308|Round 1|Sant Longowal Institute of Engineering and Technology|Electronics and Communication (VLSI Design)|G1|ST|246|246
309|Round 1|Punjab Engineering College, Chandigarh|Aerospace Engineering|G1|EWS|331|331
310|Round 1|Punjab Engineering College, Chandigarh|Environmental Engineering|G1|OPEN|385|374
311|Round 1|Punjab Engineering College, Chandigarh|Electrical Engineering|G1|OPEN|371|350
312|Round 1|International Institute of Information Technology, Bhubaneswar|Computer Science & Engineering|G1|ST|255|255
313|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Nanoscience and Technology|G1|OBC-NCL|305|305
314|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Electronics and Communication  Engineering (Radar and Communications)|G1|OBC-NCL|375|350
315|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Electronics andCommunication  Engineering (Defence Electronics System)|G1|OBC-NCL|370|360
316|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Computer Science & Engineering (Artificial Intelligence)|G1|OBC-NCL|496|467
317|Round 1|Central University of Punjab, Bathinda, Punjab|Computer Science and  Engineering (Cyber Security)|G1|ST|183|183
318|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|Electronics and Communication Engineering|G1|OBC-NCL|315|315
319|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Thermal and Propulsion|G1|OBC-NCL|497|481
320|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Control Systems|G1|SC|371|345
321|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|VLSI and Microsystems|G1|SC|370|360
322|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Master of Science in Astronomy and Astrophysics|G1|ST|195|195
323|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Manufacturing Technology|G1|SC|302|285
324|Round 1|National Institute of Technical Teachers Training & Research, Kolkata|Smart Structural Engineering|G1|OPEN|352|351
325|Round 1|National Institute of Technical Teachers Training & Research, Kolkata|Intelligent Control Systems|G1|SC|310|266
326|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Microelectronics & VLSI Design|G1|OPEN|529|444
327|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Structural Engineering|G1|OBC-NCL|370|344
328|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|VLSI Design|G1|EWS|385|370
329|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Computer Science & Engineering|G1|OPEN|760|588
330|Round 1|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Network and Security Group|G1|OPEN|676|610
331|Round 1|Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai|Mechanical Engineering with Specialization in Mechanical Systems Design|G1|SC|298|245
332|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Power & Control|G1|OBC-NCL|335|326
333|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|M.Tech. Robotics and Automation|G1|OPEN|518|393
334|Round 1|Indian Institute of Information Technology, Pune|Electronics and Communication Engineering|G1|ST|251|251
335|Round 1|Indian Institute of Information Technology, Bhopal|M.Tech in Data Science|G1|SC|355|335
336|Round 1|Indian Institute of Information Technology, Bhopal|M.Tech in Cyber Physical System|G1|EWS|414|401
337|Round 1|National Institute of Electronics and Information Technology, Aurangabad|Electronics Design & Technology|G1|SC|266|257
338|Round 1|Sant Longowal Institute of Engineering and Technology|Electronics and Communication Engineering|G1|OPEN|360|355
339|Round 1|School of Planning and Architecture, Bhopal|M.Plan. (Environmental  Planning)|G1|OPEN|454|389
340|Round 1|School of Planning and Architecture, Bhopal|M.Plan. (Transport Planning  and Logistics Management)|G1|SC|249|205
341|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Environmental Planning and Management)|G1|ST|283|283
342|Round 1|International Institute of Information Technology, Naya Raipur|Computer Science & Engineering|G1|OBC-NCL|551|452
343|Round 1|International Institute of Information Technology, Naya Raipur|Computer Science & Engineering|G1|EWS|476|476
344|Round 1|Punjab Engineering College, Chandigarh|Electronics (VLSI Design)|G1|ST|246|246
345|Round 1|International Institute of Information Technology, Bhubaneswar|Computer Science & Engineering|G1|SC|342|331
346|Round 1|Central Institute of Technology, Kokrajhar|Food Engineering & Technology|G1|OPEN|467|467
347|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Aerospace Engineering (Guided Missiles)|G1|OBC-NCL|431|404
348|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Green Technology|G1|ST|244|244
349|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Materials Engineering|G1|OPEN|396|350
350|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Sensor Technology|G1|EWS|354|354
351|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Quantum Computing|G1|EWS|418|400
352|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Modeling and Simulation|G1|ST|149|149
353|Round 1|Central University of Punjab, Bathinda, Punjab|Computer Science & Technology|G1|OBC-NCL|408|382
354|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|Information Technology|G1|OBC-NCL|360|344
355|Round 1|Institute of Infrastructure, Technology, Research And Management, Ahmedabad|Geotechnical Engineering|G1|SC|259|259
356|Round 1|Institute of Infrastructure, Technology, Research And Management, Ahmedabad|Urban Infrastructure|G1|SC|250|250
357|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Control Systems|G1|EWS|420|420
358|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Materials Science and Technology|G1|SC|273|269
359|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Manufacturing Technology|G1|EWS|389|389
360|Round 1|Indian Institute of Information Technology, Bhagalpur, Bihar|VLSI & Embedded Systems|G1|SC|295|295
361|Round 1|Indian Institute of Information Technology, Bhagalpur, Bihar|Electric Vehicle Technology|G1|OPEN|383|371
362|Round 1|National Institute of Advanced manufacturing Technology, Hatia, Ranchi|Industrial Metallurgy|G1|SC|173|173
363|Round 1|National Institute of Advanced manufacturing Technology, Hatia, Ranchi|Manufacturing Engineering|G1|SC|232|232
364|Round 1|Sant Longowal Institute of Engineering and Technology|Electronics and Communication (VLSI Design)|G1|OPEN|405|360
365|Round 1|Sant Longowal Institute of Engineering and Technology|Instrumentation & Control Engineering|G1|SC|240|240
366|Round 1|Sant Longowal Institute of Engineering and Technology|Welding & Fabrication|G1|SC|236|236
367|Round 1|School of Planning and Architecture, Bhopal|M.Arch. (Landscape)|G1|SC|300|266
368|Round 1|School of Planning & Architecture: Vijayawada|Master of Architecture (Landscape Architecture)|G1|SC|104|104
369|Round 1|Punjab Engineering College, Chandigarh|Computer Science & Information Security|G1|EWS|447|447
370|Round 1|Punjab Engineering College, Chandigarh|Aerospace Engineering|G1|OPEN|404|350
371|Round 1|Punjab Engineering College, Chandigarh|Mechanical Engineering|G1|OPEN|399|399
372|Round 1|Punjab Engineering College, Chandigarh|Transportation Engineering|G1|SC|301|285
373|Round 1|Punjab Engineering College, Chandigarh|Electronics (VLSI Design)|G1|OPEN|504|408
374|Round 1|Punjab Engineering College, Chandigarh|Computer Science & Engineering|G1|EWS|465|465
375|Round 1|Central Institute of Technology, Kokrajhar|Green Energy Technology|G1|OBC-NCL|320|320
376|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Laser and Electro Optics|G1|OPEN|512|420
377|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Automation and Robotics|G1|OBC-NCL|447|415
378|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Electronics andCommunication  Engineering (Defence Electronics System)|G1|EWS|350|350
379|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Data Science|G1|OBC-NCL|510|473
380|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|Electronics and Communication Engineering|G1|EWS|320|320
381|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|Information Technology|G1|SC|289|280
382|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Structures and Design|G1|SC|397|397
383|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Master of Science in Astronomy and Astrophysics|G1|OPEN|697|420
384|Round 1|Sardar Patel University of Police, Security and Criminal Justice Jodhpur|Cyber Security|G1|SC|360|299
385|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Urban Planning|G1|SC|306|285
